Subject,subject_id
"Kitaĭ-gorod (Moscow, Russia)",2230
Soldiers’ monuments,2231
"Pushkin, Aleksandr Sergeevich, 1799-1837",2232
"Kremlin (Nizhniĭ Novgorod, Russia)",2233
Volga River,2234
Dnieper River,2235
"Vladimir, Grand Duke of Kiev, circa 956-1015",2236
Iron and steel bridges,2237
Vistula River (Poland),2238
"Alexander II, Emperor of Russia, 1818-1881",2239
Helsingin tuomiokirkko,2240
Voenno-Gruzinskai︠a︡ doroga (Georgia and Russia),2241
Log driving,2242
Bernese Alps (Switzerland),2243
Wooden-frame houses,2244
"Alps, Swiss (Switzerland)",2245
"Kapellbrücke (Lucerne, Switzerland)",2246
Lucerne Lake (Switzerland),2247
Pilatus (Switzerland),2248
Astronomical clocks,2249
"Tonhalle (Zurich, Switzerland)",2250
"Fraumünster (Zurich, Switzerland)",2251
Eiger (Switzerland),2252
"Château de Chillon (Veytaux, Switzerland)",2253
"Geneva, Lake (Switzerland and France)",2254
Cows,2255
Dairy farms,2256
Milking,2257
"Lugano, Lake (Switzerland and Italy)",2258
Blue Grotto (Italy),2259
Marine caves,2260
Emblems,2261
"Chiesa della SS. Annunziata del Vastato (Genoa, Italy)",2262
Mannerism (Architecture),2263
Duomo di Milano,2264
"Galleria Vittorio Emanuele II (Milan, Italy)",2265
"Piazza del Duomo (Milan, Italy)",2266
"Arco della pace (Milan, Italy)",2267
"Leaning Tower (Pisa, Italy)",2268
"Temple of Vesta (Rome, Italy)",2269
Arenas,2270
"Colosseum (Rome, Italy)",2271
Basilica di San Pietro in Vaticano,2272
"Roman Forum (Rome, Italy)",2273
"Fontana di Trevi (Rome, Italy)",2274
"Borgo e castello medioevale (Turin, Italy)",2275
Po River (Italy),2276
Gondoliers,2277
"Architecture, Byzantine",2278
"Basilica di San Marco (Venice, Italy)",2279
"Piazza San Marco (Venice, Italy)",2280
"Campanile di San Marco (Venice, Italy)",2281
"Via Toledo (Naples, Italy)",2282
"Ibn al-Bannāʼ, Aḥmad ibn Muḥammad, 1256?-1321?",2283
"Ibn Ghāzī, Muḥammad ibn Aḥmad, 1437 or 8-1513",2284
Sundials,2285
Time measurements,2286
"Aš´arī, Aḥmad ibn Muḥammad ibn Ibrāhīm Abū al-Ḥasan al-, died 1155?",2287
Geodesy,2288
"Jighmīnī, Maḥmūd ibn Muḥammad, died 1221?",2289
Numerals,2290
Irrigation,2291
Longitude,2292
Quadrants (Astronomical instruments),2293
Painting,2294
Antidotes,2295
Poisons,2296
Toxicology -- Early works to 1800.,2297
Ephemerides,2298
Bladder,2299
Calculi,2300
Kidneys,2301
Proctology,2302
"Mathematics, Greek",2303
Gravitational fields,2304
Gums and resins,2305
Petroleum,2306
"Avicenna, 980-1037",2307
Human body,2308
Mississippi River Valley,2309
Mounds,2310
Planetary rings,2311
Saturn (Planet),2312
Titan (Satellite),2313
Chiranthodendron pentadactylon,2314
Mechanical engineering,2315
Ornithology,2316
University of the Punjab,2317
Greek drama (Tragedy),2318
Instrumental music,2319
"Music, Greek and Roman",2320
Musical notation,2321
"Mythology, Greek",2322
Orestes (Greek mythology),2323
Vocal music,2324
Blessing and cursing,2325
Funeral rites and ceremonies,2326
"Gods, Egyptian",2327
"Gods, Greek",2328
Memphis (Extinct city),2329
Hutsuls,2330
Lyre,2331
Ruthenians,2332
Courses and lectures,2333
Universität Wien,2334
Androids,2335
Art deco,2336
Film posters,2337
Metropolis (Motion picture : 1927),2338
Motion pictures,2339
Science fiction,2340
Skyscrapers,2341
Bookplates,2342
Books,2343
Skulls,2344
Nederlandsche Oost-Indische Compagnie,2345
Health and hygiene,2346
Pediatrics,2347
Traditional medicine,2348
Materia medica,2349
"Children's stories, Zulu",2350
Zulu language,2351
Afrikaans language,2352
Afrikaans literature,2353
"Authors, Dutch",2354
"Campagne, H. D. (Huibert Dirk), 1763-1828",2355
"Neyn, Pieter de, 1597-1639",2356
"Riebeeck, Jan van, 1619-1677",2357
"Trigardt, Louis, born 1783",2358
"Vos, E. C. M.",2359
Fantasy fiction,2360
Gargantua (Legendary character),2361
Giants,2362
"Beauty, personal",2363
Feminine beauty (Aesthetics),2364
Hair ornaments,2365
"Ichikawa, Ebizo",2366
Kabuki,2367
Haikai,2368
Plum trees,2369
Hagoromo,2370
Art calendars,2371
Cicadas,2372
Servants,2373
Kume Sennin (Fictitious character),2374
"Fuji, Mount (Japan)",2375
Pictorial envelopes,2376
Travelers,2377
City and town life,2378
Pedestrians,2379
"Ichikawa, Danjūrō, 1741-1806",2380
"Ichikawa, Raizō",2381
"Nakajima, Mihoemon",2382
Soga Monogatari,2383
Shamisens,2384
Smoking,2385
Tobacco pipes,2386
"Benkei, died 1189?",2387
Cranes (Birds),2388
Fighting,2389
Calligraphy,2390
Lion dance,2391
"Sanogawa, Ichimatsu",2392
Landscape prints,2393
Americans,2394
Dutch,2395
English,2396
"Visitors, foreign",2397
Chromolithographs,2398
Satires (Visual works),2399
Older people,2400
Pine,2401
"Nakayama, Tomisaburō",2402
"Cooking, Japanese",2403
Still life prints,2404
Rice wines,2405
"Yaoya Oshichi, 1668-1683",2406
Triptychs,2407
"Ichikawa, Danzo",2408
"Nakajima, Kanzaemon",2409
Winds,2410
Rain,2411
Umbrellas,2412
"Ichikawa, Tomieimon",2413
"Sanogawa, Ichimatsu III",2414
Winter,2415
Sumo wrestlers,2416
Braden Copper Company,2417
Copper industry,2418
Copper mines and mining,2419
Juan Fernández Islands,2420
Nahuel Huapí Lake (Argentina),2421
Nahuel Huapí National Park (Argentina),2422
Aymara Indians,2423
"Goethals, George W. (George Washington), 1858-1928",2424
"Taft, William H. (William Howard), 1857-1930",2425
Characters and characteristics,2426
Typology (Psychology),2427
Merlin (Legendary character),2428
Monsters,2429
"Charles II, King of Spain, 1661-1700",2430
Pirates,2431
Denmark--Colonies,2432
Gazetteers,2433
"Bi shu shan zhuang (Chengde, China)",2434
Buddhas,2435
Shan hai jing (Chinese classic),2436
Coastal surveillance,2437
Maps,2438
Dikes (Engineering),2439
Jianghan Region (China),2440
"Three kingdoms, 220-265",2441
Meditation,2442
Qi gong,2443
Taoist philosophy,2444
Taiwan aborigines,2445
Chu ci (Ancient Chinese poems),2446
Receipts,2447
Chinese fiction,2448
Supernatural in literature,2449
Tibetans,2450
Playing cards,2451
Provincial emblems,2452
Sunrises and sunsets,2453
Orphans,2454
War relief,2455
Devil,2456
"William II, German Emperor, 1859-1941",2457
"Kościuszko, Tadeusz, 1746-1817",2458
"Pułaski, Kazimierz, 1747-1779",2459
Eagles,2460
"William I, German Emperor, 1797-1888",2461
Sleeping,2462
Britannia (Symbolic character),2463
"Ferdinand I, Czar of Bulgaria, 1861-1948",2464
"Franz Joseph I, Emperor of Austria, 1830-1916",2465
"Mehmed VI, Sultan of the Turks, 1861-1926",2466
American Library Association,2467
Librarians,2468
Reading,2469
Lions,2470
Wreaths,2471
Great Britain. Royal Navy,2472
Nurses,2473
Blacksmiths,2474
Olive branches,2475
Plows,2476
"George V, King of Great Britain, 1865-1936",2477
Great Britain. Army. British West Indies Regiment,2478
Sports,2479
United States. Army. American Expeditionary Forces,2480
"Montagu, Edwin Samuel, 1879-1924",2481
"Reading, Rufus Daniel Isaacs, Marquess of, 1860-1935",2482
"Schnee, Heinrich, 1871-1949",2483
Butcher shops,2484
Butchers,2485
American Field Service,2486
Death,2487
Liberty (Symbolic character),2488
John Bull (Symbolic character),2489
Swine,2490
Columbia (Symbolic character),2491
Father and child,2492
Toy soldiers,2493
Germany. Army,2494
Germany. Heer. Freikorps,2495
Communism,2496
Skeletons,2497
Sick persons,2498
United States. Army. Ordnance Department,2499
Vocational education,2500
American Red Cross,2501
Raffles,2502
Drowning,2503
Lusitania (Steamship),2504
Pottery,2505
Treasure chests,2506
Canada. Canadian Armed Forces. Canadian Grenadier Guards,2507
People with disabilities,2508
Red Cross Institute for Crippled and Disabled Men,2509
Veterans,2510
Welding,2511
Nuts,2512
Squirrels,2513
Concerts,2514
Fund raising,2515
Widows,2516
Cabinetmaking,2517
Tailoring,2518
Mechanics (Persons),2519
Clover,2520
Maples,2521
Lifeboats,2522
Submarine warfare,2523
"Joan, of Arc, Saint, 1412-1431",2524
France. Army,2525
"Kosovo, Battle of, 1389",2526
Serbs,2527
"Petar I Karađorđević, King of Serbia, 1844-1921",2528
"Soviet Union -- History -- Revolution, 1917-1921",2529
Great Britain. Army. Territorial Force Nursing Service,2530
Lamps,2531
Lanterns,2532
Germans,2533
Chemical warfare,2534
Grenades,2535
Platte River Valley (Nebraska),2536
Union Pacific Railroad Company,2537
Poland. Army,2538
Polish people,2539
Our Lady of Częstochowa (Icon),2540
Pens,2541
Treaty of Versailles (1919),2542
Battleships,2543
Racism,2544
British Red Cross Society,2545
"Ferdinand I, King of Romania, 1865-1927",2546
Cholera,2547
Plowing,2548
United States. Army. Signal Corps,2549
"Tennyson, Alfred Tennyson, Baron, 1809-1892",2550
Crosses,2551
Dragons,2552
Goddesses,2553
Tanks (Military science),2554
Victory (Symbolic character),2555
Artillery (Weaponry),2556
Military hospitals,2557
"Hoffmann von Fallersleben, August Heinrich, 1798-1874",2558
Iron Cross,2559
"Opium War, 1840-1842",2560
Mountains -- Religious aspects,2561
Conduct of life,2562
Horses--Diseases,2563
Veterinary medicine,2564
Mountain passes,2565
Xinghua Fu (China),2566
Local officials and employees,2567
Yanping Fu (China),2568
Laozi,2569
Chinese prose literature,2570
"Dong, Qi, 1483-1546",2571
Chinese poetry--Qing dynasty,2572
"Ding, Yan, 1794-1875",2573
Minorities,2574
Qinghai Sheng (China),2575
Folk religion,2576
"Mi, Fu, 1051-1107",2577
Li ji (Book of Rites),2578
Si shu--Commentaries,2579
Military administration,2580
Epitaphs,2581
Armies--Organization,2582
Jiaxing Shi,2583
"Criminal Law, Administration of",2584
"Justice, Administration of",2585
Punishment,2586
Volga-Baltic Waterway,2587
Guardhouses,2588
Water lilies,2589
Crucifixes,2590
"Alexander I, Emperor of Russia, 1777-1825",2591
Shrouds,2592
Chusovaya River,2593
Ural Mountains Region,2594
Gosudarstvennyĭ Ėrmitazh (Russia) -- Exhibitions and displays,2595
Vases,2596
"Vases, Etruscan",2597
Svirʹ River,2598
Dredges,2599
Government facilities,2600
Russia. Ministry of the Ways of Communication,2601
Signal towers,2602
Rapids,2603
Ostrechina River,2604
Onezhskii Canal,2605
Fireboats,2606
Lifesaving stations,2607
Voznesenye Canal,2608
Boat and ship industry,2609
Wildflowers,2610
Solovet͡skiĭ monastyrʹ,2611
Drawbridges,2612
Vytegra River,2613
Fire engines and equipment,2614
Fire fighters,2615
Fire stations,2616
Barges,2617
Sluices,2618
Lizhma River,2619
Kovzha River,2620
Dirt roads,2621
Labor housing,2622
Retaining walls,2623
"Paul, the Apostle, Saint",2624
"Peter, the Apostle, Saint",2625
Bi͡elozerskīĭ Kanal,2626
Mushrooms,2627
Cabins,2628
Saimaa Lake,2629
Trails,2630
Electric lines,2631
Ironwork,2632
"Khram Voskresenii͡a Khristova (Saint Petersburg, Russia)",2633
Monastery gardens,2634
Flying buttresses,2635
Resorts,2636
Sea walls,2637
Haystacks,2638
Agricultural machinery and implements,2639
Hay,2640
Tabernacles (objects),2641
Bark,2642
Strawberries,2643
Berries,2644
Reliquaries,2645
"Ivan IV, Czar of Russia, 1530-1584",2646
Vestments,2647
Chalices,2648
Metalwork,2649
Madonnas,2650
Kirillo-Belozerskiĭ monastyrʹ,2651
"Kirill Belozerskiĭ, Saint, 1337-1427 -- Associated objects",2652
"Kirill Belozerskiĭ, Saint, 1337-1427",2653
Ceramic industries,2654
Girders,2655
Signals,2656
Slavianka River,2657
Beacons,2658
Marine accidents,2659
Tugboats,2660
Signaling,2661
Almshouses,2662
Housing,2663
Nuns,2664
Porches,2665
"Taisīia, Igumenīia, Died 1915",2666
Hermitages,2667
Stained glass,2668
Deckhouses,2669
Logs,2670
Woodcutters,2671
Grasses,2672
"Tolstoy, Leo, graf, 1828-1910 -- Homes and haunts",2673
Wetlands,2674
Cherry trees,2675
Lilacs,2676
Ordezh River,2677
Tulips,2678
Greenhouses,2679
Seduction,2680
"Maḥbūbī, ʻUbayd Allāh ibn Masʻūd, died 1346 or 7",2681
Sunnites,2682
Islamic legends,2683
Legends,2684
Prophets,2685
"Prophets, Pre-Islamic",2686
Railroad facilities,2687
Chernaya River,2688
Rowboats,2689
"Prokudin-Gorskiĭ, Sergeĭ Mikhaĭlovich, 1863-1944",2690
Shuia River,2691
Trestles,2692
Pavilions,2693
Summer houses,2694
Suna River,2695
Pomegranate trees,2696
Watermelons,2697
Ovens,2698
Disasters,2699
Kura River,2700
Construction,2701
Aras River,2702
Eclipses,2703
Irrigation canals and flumes,2704
"Nikolai Mikhailovich, Grand Duke of Russia, 1859-1919",2705
Rainbows,2706
Convents,2707
Iset' River,2708
Fishing industry,2709
Smokehouses,2710
Quarries,2711
Barracks,2712
A-frame buildings,2713
Prison guards,2714
Streams,2715
Railroad cuts,2716
Utility poles,2717
Kumsa River,2718
Linozerka River,2719
Segezha River,2720
Vyg Lake,2721
Onda River,2722
Fishing boats,2723
Kemʹ River,2724
Model sailboats,2725
Stone buildings,2726
Stone walls,2727
"Alexander, Grand Duke of Vladimir, 1220-1263",2728
Kama River,2729
Railroad companies,2730
Bridge construction,2731
Tobol River,2732
Tikhvinskīĭ bogorodit͡skī ̆bolʹshoĭmuzhskoĭn monastyrʹ (Russia),2733
Refectories,2734
Historic sites,2735
Bodies of water,2736
Rocks,2737
Models,2738
Antlers,2739
Deer,2740
Specimens,2741
Iron industry,2742
"Seliger, Lake",2743
Volga River Region,2744
Sugomak Lake,2745
Molds (Shaping tools),2746
Birdbaths,2747
Vines,2748
Plums,2749
Miass River,2750
"Ilmen, Lake",2751
Campfires,2752
Tesʹma River,2753
Silverware,2754
Silverware industry,2755
Knives,2756
Steel,2757
Steel industry,2758
Yuryuzan River,2759
Arms and armament,2760
Belaya River,2761
Log cabins,2762
Sim River,2763
Valleys,2764
Firs,2765
Caves,2766
Hemp,2767
Buckwheat,2768
Apiaries,2769
Railroad signals,2770
Icebreakers,2771
"Nicholas II, Emperor of Russia, 1868-1918",2772
Excavation,2773
Bashkir (Turkic people),2774
Katav River,2775
Clay,2776
Iron mining,2777
Cable railroads,2778
Pulleys,2779
Furnaces,2780
Ash trees,2781
Flax,2782
"Nicholas, Saint, Bp. of Myra",2783
Plaques,2784
Shackles,2785
Kolva River,2786
Vishera River,2787
Communion,2788
Religious art,2789
Foxes,2790
Taxidermy,2791
Ermines,2792
Partridges,2793
Owls,2794
Lynx,2795
Grouse,2796
Minks,2797
Cobblestone streets,2798
Quince trees,2799
Mullahs,2800
Students,2801
Purdah,2802
Orange trees,2803
Rhododendrons,2804
Karolitskhali River,2805
Medlar trees,2806
Eucalyptus trees,2807
Bamboo,2808
Corn,2809
Laurels,2810
Chernye Mountain,2811
Banana plants,2812
Rice,2813
Fig trees,2814
Cypresses,2815
Willows,2816
Boxes,2817
Bzybʹ River,2818
Sochi River,2819
Lilies,2820
"Pavlov, Evgenij Vasil'evič, 1845-1916",2821
Trellises,2822
"Shāmil, Imām, 1798?-1871",2823
Roses,2824
Reeds (Plants),2825
Eggplants,2826
Peppers,2827
Loofahs,2828
Pear trees,2829
Tomatoes,2830
Orchards,2831
Fog,2832
Dairy farming,2833
Dagomys River,2834
Fisht Mountain,2835
Glass industry,2836
Bundling (Packing),2837
Bottling industry,2838
Health resorts,2839
"Mikhail Nikolaevich, Grand Duke of Russia, 1832-1909",2840
Balconies,2841
Stairways,2842
Georgians,2843
Grapevines,2844
Azaleas,2845
Memorial arches,2846
Couples,2847
Moskva River,2848
"Borodino, Battle of, 1812",2849
"Bagration, Petr Ivanovich, kni͡azʹ, 1765-1812",2850
Spaso-Borodinskiĭ monastyrʹ,2851
Kolochʹ River,2852
Lodges,2853
"Tuchkova, Margarita Mikhaĭlovna, 1781-1852",2854
Bulletholes,2855
Boundary markers,2856
"Portrait painting, Russian",2857
"Raevskiĭ, Nikolaĭ Nikolaevich, 1771-1829",2858
Showcases,2859
Cannon balls,2860
Medals,2861
Pulpits,2862
Potato,2863
Brickwork,2864
Berezina River,2865
Mulberry trees,2866
Rice paddies,2867
Elm,2868
Zeravshan River Valley,2869
"Ulugh Beg, 1394-1449",2870
Dead animals,2871
Siab River,2872
Apricot trees,2873
Nests,2874
Storks,2875
Water pipes (Smoking),2876
"Nicholas I, Emperor of Russia, 1796-1855",2877
Lake Ashchikolʹ,2878
Waterworks,2879
Mud,2880
Syr Darya,2881
Facades,2882
Clocks and watches,2883
Pyxes,2884
Wells,2885
Building construction,2886
Lake Sterzh,2887
Lake Peno,2888
Fire lookout stations,2889
Lake Kariakino,2890
Spinning machinery,2891
Yarn,2892
Corrals,2893
Vazuza River,2894
Epigonation,2895
Tvertsa River,2896
T'maka River,2897
Manure,2898
"Michael I, of Tver, Grand Prince of Vladimir, 1271-1318",2899
Shosha River,2900
Gazebos,2901
Gulls,2902
Kostroma River,2903
Shokhanka River,2904
Ipatʹevskiĭ monastyrʹ,2905
Censers,2906
Aspergillums,2907
Brooms and brushes,2908
"Adrīan, Patriarch of Moscow and All Russia, 1636-1700",2909
Miters,2910
Candles,2911
"Potiĭ, Ipatiĭ, 1541-1613",2912
Enkolpia,2913
"Michael, Czar of Russia, 1596-1645",2914
Staffs (Sticks),2915
Aspersoriums,2916
Abraham (Biblical patriarch),2917
Sarah (Biblical matriarch),2918
"Ipatʹevskiĭ monastyrʹ (Kostroma, Kostromskai͡a oblast, Russia)",2919
"Nero, Lake",2920
Gymnasiums,2921
Vaults (Architecture),2922
"Varlaam, Metropolitan of Moldavia, d. 1657",2923
Passageways,2924
Entrance halls,2925
Art objects,2926
Shawls,2927
Wood carvings,2928
Autographs,2929
"Dimitriĭ, Saint, Metropolitan of Rostov, 1651-1709",2930
"John, the Apostle, Saint",2931
"John, the Baptist, Saint",2932
Crowns,2933
Crosiers,2934
"Dimitriĭ, Saint, Metropolitan of Rostov, 1651-1709 -- Associated objects",2935
"Pugachev, Emelʹi͡an Ivanovich, Died 1775",2936
"Ivan IV, Czar of Russia, 1530-1584 -- Associated objects",2937
Mirrors,2938
Porcelain enamel,2939
"Catherine II, Empress of Russia, 1729-1796 -- Associated objects",2940
Drinking vessels,2941
Diplomas,2942
Borisoglebskiĭ monastyrʹ,2943
"Irinarkh, igumen -- Associated objects",2944
Standards (Identifying artifacts),2945
Hats,2946
"Sergii,‏ Radonezhskii,‏ ‎Saint,‏ ‎Around 1314-1391 -- Associated objects",2947
Cells (Rooms),2948
"Irinarkh, igumen -- Homes and haunts",2949
Uste River,2950
"Ivan IV, Czar of Russia, 1530-1584 -- Family",2951
"Ivan IV, Czar of Russia, 1530-1584 -- Homes and haunts",2952
"Peter I, Emperor of Russia, 1672-1725 -- Monuments",2953
"Peter I, Emperor of Russia, 1672-1725 -- Homes and haunts",2954
"Peter I, Emperor of Russia, 1672-1725 -- Associated objects",2955
Gorit͡skiĭ monastyrʹ v Pereslavle-Zalesskom,2956
Shrubs,2957
Viburnum,2958
"Peter I, Emperor of Russia, 1672-1725 -- Family",2959
"Alekseĭ Mikhaĭlovich, Czar of Russia, 1629-1676",2960
Klyazma River,2961
Usolka River,2962
Rassoshka River,2963
Fuelwood,2964
Kashka River,2965
Mezhevaya Utka River,2966
Romanovka River,2967
Camping,2968
Daria River,2969
Reshetka River,2970
Stone bridges,2971
Water towers,2972
Hydraulic facilities,2973
Chusovoy Lake,2974
Ore industry,2975
Armor,2976
Helmets,2977
Beehives,2978
Birches,2979
"Nicholas Saint, Bishop of Myra -- Commemoration",2980
Pyshma River,2981
Tura River,2982
Irtysh River (Russia),2983
Storage facilities,2984
"Ermak, died 1585 -- Monuments",2985
Oka River Region,2986
Structural frames,2987
Dam construction,2988
Water pumps,2989
Stone cutting,2990
Saws,2991
Barrels,2992
Cement industries,2993
Storehouses,2994
Quonset huts,2995
Parish houses,2996
Oka River,2997
Kamenka River,2998
"Efrasinni͡a, Polatskai͡a, Saint, 1105-1167 -- Shrines",2999
"Efrasinni͡a, Polatskai͡a, Saint, 1105-1167 -- Commemoration",3000
Candelabras,3001
Truss bridges,3002
Uspenskii sobor (Russia),3003
Railroad signal towers,3004
Laboratories,3005
Scientific equipment,3006
Scientific specimens,3007
Seeds,3008
Dunes,3009
"Bahadur, Isfandiyar Jurji, 1871 or 73-1918",3010
Tree limbs,3011
Leather goods,3012
Suspension bridges,3013
Jails,3014
Arrowheads,3015
Headdresses,3016
Mannequins,3017
"Kuropatkin, A. N. (Alekseĭ Nikolaevich), 1848-1925",3018
Military spouses,3019
Russians,3020
Italian poetry,3021
Surrenders,3022
Skis and skiing,3023
Town criers,3024
Sun,3025
Nightmares,3026
Japanese,3027
Ghouls and ogres,3028
Crabs,3029
Fear,3030
Dinner parties,3031
Whales,3032
Toys,3033
Land mines,3034
Farewells,3035
Tightrope walking,3036
Lüshun (China),3037
Railroad accidents,3038
Maintenance and repair,3039
Hands,3040
Telegrams,3041
French,3042
Spectators,3043
"Mukden, Battle of, 1905",3044
"Gods, Japanese",3045
"Andrew, Apostle, Saint",3046
Pleading (Begging),3047
Roosters,3048
Grooming,3049
Conversation,3050
"Aden, Gulf of",3051
Sailing ships,3052
Aztec gods,3053
Tovar Codex,3054
Aztlán,3055
"Acamapichtli, flourished 1376-1395",3056
"Huitzilihuitl, flourished 1395–1417",3057
"Chimalpopoca, flourished 1417–1427",3058
"Itzcóatl, Emperor of Mexico, 1381-1440",3059
"Tizoc, Emperor of Mexico, died 1486",3060
"Axayácatl, Emperor of Mexico, 1449-1481",3061
Mummies,3062
Tlaxcalan gods,3063
"Montezuma I, Emperor of Mexico, 1398-1469",3064
Sacrifice,3065
"Ahuízotl, Emperor of Mexico, flourished 1486-1502",3066
"Geography, Medieval",3067
Mappae mundi,3068
Eskimo cartography,3069
Rocky Mountains Region,3070
Norton Sound (Alaska),3071
"Saint Elias, Mount (Alaska and Yukon)",3072
Flight,3073
Time -- Systems and standards,3074
Transatlantic flights,3075
Magnetic declination,3076
Great-circle sailing,3077
"Manhattan (New York, New York)",3078
New York (N.Y.). Department of Public Parks,3079
Westchester County (N.Y.),3080
"Caledon (Cape of Good Hope, South Africa)",3081
Hot springs,3082
Khoikhoi (African people),3083
Stellenbosch (South Africa),3084
Signatures (Writing),3085
Tuğra (Turkish royal cipher),3086
Mirror images,3087
Judgment Day,3088
"Kaʻbah (Mecca, Saudi Arabia)",3089
ʻĪd al-Aḍḥā,3090
"Asia, Central",3091
"Alī ibn Abī Ṭālib, Caliph, approximately 600-661",3092
New Year,3093
"Ḥusayn ibn ʻAlī, died 680",3094
"Bahrām V, King of Iran, died 438",3095
Friendship,3096
"Perovskij, Vasilij Alekseevič, 1795-1857",3097
"Ḥalabī, Ibrāhīm ibn Muḥammad, died 1549 or 50",3098
"Abū Ḥanīfah, died 767 or 768",3099
"Shīrīn, Queen, consort of Khosrow II, King of Persia",3100
"Mir Safdar 'Ali Khan, died 1930",3101
Kufi script,3102
Eulogies,3103
Ethics,3104
"Imām Zādah, Muḥammad Ibn-Abī-Bakr, 1098-1177",3105
Chagatai poetry,3106
"Fables, Persian",3107
Asiatic Russia,3108
Shiites,3109
Horses -- War use,3110
Thuluth script,3111
Love,3112
Tarassul script,3113
Islamic hagiography,3114
"Muḥammad, Prophet, died 632--Family",3115
Jokes,3116
Sati,3117
Widow suicide,3118
"Ḥamzah ibn ʻAbd al-Muṭṭalib, died 625",3119
Falcons,3120
"Merrick, James Lyman, 1803-1866",3121
Catholic Church. Patriarchate of Antioch (Melchite),3122
Councils and synods,3123
Jansenists,3124
"Canals, Interoceanic",3125
"Pezet, F. A. (Federico Alfonso)",3126
"Taft, Helen Herron, 1861-1943",3127
Grammar,3128
Syriac language,3129
Chagres River (Panama),3130
Gatun Lake (Panama),3131
Miraflores Lake (Panama),3132
"Amador Guerrero, Manuel, 1833-1909",3133
Newsreels,3134
"Roosevelt, Edith Kermit Carow, 1861-1948",3135
Marching bands,3136
"Ibn Mālik, Muḥammad ibn ʿAbd Allāh 1203?-1274",3137
Canon law,3138
Synaxarion,3139
Syrian Orthodox Church,3140
Church of the East,3141
"Barṣauma, of Nisibis, circa 415-492",3142
Syriac poetry,3143
"Councils and synods, Ecumenical",3144
Theology,3145
"Anthony, of Egypt, Saint, circa 250-355 or 6",3146
"Gorgas, William Crawford, 1854-1920",3147
Isthmian Canal Commission (U.S.). Sanitary Department,3148
Panama Railroad Company,3149
Photograph albums,3150
"Taiping Rebellion, 1850-1864",3151
"Astronomy, Chinese",3152
"Calendar, Chinese",3153
Local history,3154
Grand Canal (China),3155
Hawks,3156
Aristotle,3157
Celestial sphere,3158
Geometrical models,3159
Great circle (Geometry),3160
Children--Diseases,3161
Black Hills (South Dakota and Wyoming),3162
Frontier and pioneer life,3163
Storefronts,3164
Wagon trains,3165
Whips,3166
Brulé Indians,3167
Indian reservations,3168
Lakota Indians,3169
Pine Ridge Indian Reservation (South Dakota),3170
Tipis,3171
"Big Foot, died 1890",3172
Cheyenne River Indian Reservation (South Dakota),3173
Grass dance,3174
Indian dance,3175
Miniconjou Indians,3176
Powwows,3177
Boarding schools,3178
Oglala Indians,3179
Teton Indians,3180
"High Hawk, active 1880-1890",3181
Indians of North America -- Wars,3182
"Little Thunder, Chief",3183
"Miles, Nelson Appleton, 1839-1925",3184
"Wounded Knee Massacre, South Dakota, 1890",3185
"American Horse, Dakota chief, 1840-1908",3186
"Red Cloud, 1822-1909",3187
"Casey, Edward W., 1850-1891",3188
"Plenty Horses, 1869-1933",3189
Rocky Bear,3190
"Bartlett, George E.",3191
"Little, active 1880",3192
Rifles,3193
Little Horse,3194
Deadwood Central Railroad Company,3195
Surveying equipment,3196
Explosions,3197
Burlington and Missouri River Railroad Company,3198
Black Hills and Fort Pierre Railroad Company,3199
Harney Peak (South Dakota),3200
"Weinert, Paul H., 1869-1919",3201
"Baldwin, Frank Dwight, 1842-1923",3202
"Buffalo Bill, 1846-1917",3203
"Maus, Marion P. (Marion Perry), 1850-1930",3204
Comanche (Horse),3205
"Little Bighorn, Battle of the, Montana, 1876",3206
Fort Meade (South Dakota),3207
Bear Butte (South Dakota : Mountain),3208
"Forsyth, James W. (James William), 1836-1906",3209
Mules,3210
Fire departments,3211
Silver mines and mining,3212
Fraternal organizations,3213
Independent Order of Odd Fellows,3214
Decoration and ornament,3215
"World's Columbian Exposition (1893 : Chicago, Illinois)",3216
Homestake Mine (South Dakota),3217
"Grabill, John C.H., active circa 1886-1893",3218
Photographic studios,3219
Swimming pools,3220
"Fremont, Elkhorn, and Missouri Valley Railroad",3221
Battle Mountain (South Dakota),3222
Hat Creek (Nebraska and South Dakota),3223
Gold,3224
"Wells, Fargo & Company",3225
Boards of trade,3226
"Rochester, William Beatty, 1826-1909",3227
United States. War Department. Office of the Paymaster General,3228
Officers' quarters,3229
Buttes,3230
Military bases,3231
"Brooke, John Rutter, 1838-1926",3232
Sawmills,3233
"Burke, John M., died 1917",3234
"Craiger, J. C.",3235
Crow Dog,3236
Good Voice,3237
"Kicking Bear, 1853-1904",3238
"McDonald, J.",3239
"Short Bull, died 1915",3240
"Thunder Hawk, active 1860-1870",3241
Two Lance,3242
"Two Strike, 1832-1915",3243
"Worth, J. G.",3244
"Young Man Afraid of His Horse, approximately 1830-1900",3245
"Taylor, Charles William",3246
Cheyenne Indians,3247
"Little Wolf, died 1904",3248
Running Hog,3249
Standing Elk,3250
Translating and interpreting,3251
Branding irons,3252
Cattle -- Marking,3253
Bison,3254
Ropework,3255
Wolves,3256
"Coy, Ned",3257
Horsemanship,3258
Cooking,3259
Antelopes,3260
Bear Lodge Mountains (Wyoming),3261
Devils Tower National Monument (Wyoming),3262
Boulders,3263
