title|col|wdl_url|ins_key|pub_key|dewey_dec_code|item_code|date|item_id
Church of Saint John the Precursor on Malyshevaia Hill. Staraia Ladoga. Russian Empire|col_110|https://www.wdl.org/en/item/4760|ins_1||726.914|prph|1909|15412
View of Staraia Ladoga. Russian Empire|col_110|https://www.wdl.org/en/item/4761|ins_1||307.914|prph|1909|15413
Exit from the Yard of the Church of Saint George. Riurik Fortress. Staraia Ladoga, Russian Empire|col_110|https://www.wdl.org/en/item/4762|ins_1||914|prph|1909|15414
Entrance into the Yard of the Church of Saint George. Staraia Ladoga, Russian Empire|col_110|https://www.wdl.org/en/item/4763|ins_1||726.914|prph|1909|15415
Riurik Fortress around the Church of Saint George. Staraia Ladoga, Russian Empire|col_110|https://www.wdl.org/en/item/4764|ins_1||726.914|prph|1909|15416
Old Cross in the Assumption Monastery for Women. Staraia Ladoga, Russian Empire|col_110|https://www.wdl.org/en/item/4765|ins_1||726.914|prph|1909|15417
Grave of Mother-Superior Evpraksiia. Assumption Monastery for Women. Staraia Ladoga, Russian Empire|col_110|https://www.wdl.org/en/item/4766|ins_1||246.914|prph|1909|15418
Wall Paintings in the Church of Saint George. Staraia Ladoga, Russian Empire|col_110|https://www.wdl.org/en/item/4767|ins_1||246.914|prph|1909|15419
Wall Paintings in the Church of Saint George. Staraia Ladoga, Russian Empire|col_110|https://www.wdl.org/en/item/4768|ins_1||246.914|prph|1909|15420
Wall Paintings in the Church of Saint George. Staraia Ladoga, Russian Empire|col_110|https://www.wdl.org/en/item/4769|ins_1||246.914|prph|1909|15421
View of Novaia Ladoga. Russian Empire|col_110|https://www.wdl.org/en/item/4770|ins_1||726.914|prph|1909|15422
Church of the Savior Not Made by Hands of the Parish of Saint Clement in Novaia Ladoga, Saint Petersburg Province, Russian Empire|col_110|https://www.wdl.org/en/item/4771|ins_1||726.914|prph|1909|15423
Plashchanitsa Shroud with Image of Christ Given by the Emperor Alexander I. Embroidered by Greek Women. Goritskii Monastery, Russian Empire|col_110|https://www.wdl.org/en/item/4772|ins_1||246.914|prph|1909|15424
Siazskie Riadki. Fishing Settlement. Russian Empire|col_110|https://www.wdl.org/en/item/4773|ins_1||307.914|prph|1909|15425
Maksimovskii Rock near the Village of Rodina. Chusovaia River|col_111|https://www.wdl.org/en/item/4774|ins_1||914|prph|1912|15426
Tree Plantation. View from Vrontsov Plateau.|col_22|https://www.wdl.org/en/item/4775|ins_1||634.914|prph|1905|15427
City of Lodeinoe Pole. Cathedral of Saints Peter and Paul. Russian Empire|col_110|https://www.wdl.org/en/item/4776|ins_1||726.914|prph|1909|15428
City of Lodeinoe Pole. Monument to Emperor Peter the Great. Russian Empire|col_110|https://www.wdl.org/en/item/4777|ins_1||914|prph|1909|15429
Etruscan Vases in the Hermitage in Saint Petersburg|col_32|https://www.wdl.org/en/item/4778|ins_1||738.914|prph|1905|15430
Village of Uslanka on the Svir River. Russian Empire|col_110|https://www.wdl.org/en/item/4779|ins_1||726.914|prph|1909|15431
Teifel Cardboard Factory in the Village of Uslanka. Russian Empire|col_110|https://www.wdl.org/en/item/4780|ins_1||725.914|prph|1909|15432
Epiphany Church in the Village of Ust-Boiarskoe, Olonets Province|col_110|https://www.wdl.org/en/item/4781|ins_1||726.914|prph|1909|15433
"Stone-Excavating Machine of the Multi-Scoop Type ""Svirskaia Pervaia."" Russian Empire"|col_110|https://www.wdl.org/en/item/4782|ins_1||627.914|prph|1909|15434
View of Podporozhe. Russian Empire|col_110|https://www.wdl.org/en/item/4783|ins_1||674.914|prph|1909|15435
Loparev Cardboard Factory. Belyi Ruchei. Russian Empire|col_110|https://www.wdl.org/en/item/4784|ins_1||725.914|prph|1909|15436
Signal Tower and Storehouses of the Ministry of Communication and Transportation in Suvalda. Russian Empire|col_110|https://www.wdl.org/en/item/4785|ins_1||623.914|prph|1909|15437
Signal Tower near the Entrance to Sigovets Rapids. Russian Empire|col_110|https://www.wdl.org/en/item/4786|ins_1||623.914|prph|1909|15438
Medvedets Rapids. Russian Empire|col_110|https://www.wdl.org/en/item/4787|ins_1||307.914|prph|1909|15439
Village of Fevronevo. Russian Empire|col_110|https://www.wdl.org/en/item/4788|ins_1||307.914|prph|1909|15440
Ostrechiny. Study. Russian Empire|col_110|https://www.wdl.org/en/item/4789|ins_1||914|prph|1909|15441
General View of the Church of the Transfiguration. Pidma. Russian Empire|col_110|https://www.wdl.org/en/item/4790|ins_1||726.914|prph|1909|15442
View of the Church of the Transfiguration. Pidma. Russian Empire|col_110|https://www.wdl.org/en/item/4791|ins_1||726.914|prph|1909|15443
Wooden Church of the Transfiguration of Our Lord. The Village of Pidma. Russian Empire|col_110|https://www.wdl.org/en/item/4792|ins_1||726.914|prph|1909|15444
General View of Kamenskii Factory with the Dam. Kamensk-Uralskii|col_112|https://www.wdl.org/en/item/4793|ins_1||725.914|prph|1910|15445
Icon of the Last Judgement. Village of Pidma. Russian Empire|col_110|https://www.wdl.org/en/item/4794|ins_1||246.914|prph|1909|15446
Altar Cross and Icon in the Church of the Transfiguration. Pidma, Russian Empire|col_110|https://www.wdl.org/en/item/4795|ins_1||246.914|prph|1909|15447
School in the Village of Pidma Named after His Imperial Majesty, Sovereign, Heir Apparent, Crown Prince, Grand Duke Aleksei Nikolaevich. Russian Empire|col_110|https://www.wdl.org/en/item/4796|ins_1||727.914|prph|1909|15448
View of Ostrechiny. Russian Empire|col_110|https://www.wdl.org/en/item/4797|ins_1||914|prph|1909|15449
Ostrechina River. Russian Empire|col_110|https://www.wdl.org/en/item/4798|ins_1||914|prph|1909|15450
Osinovyi Island. Russian Empire|col_110|https://www.wdl.org/en/item/4799|ins_1||623.914|prph|1909|15451
Current-Diverting Levee near the Iablonskii Island. Russian Empire|col_110|https://www.wdl.org/en/item/4800|ins_1||627.914|prph|1909|15452
Chapel in Miatusovo. Russian Empire|col_110|https://www.wdl.org/en/item/4801|ins_1||726.914|prph|1909|15453
Right Bank of the Onezhskii Canal. Russian Empire|col_110|https://www.wdl.org/en/item/4802|ins_1||386.914|prph|1909|15454
Barge on the Mariinskii Canal System. Russian Empire|col_110|https://www.wdl.org/en/item/4803|ins_1||386.914|prph|1909|15455
Stone-Excavating Machine in the Canal. Russian Empire|col_110|https://www.wdl.org/en/item/4804|ins_1||386.914|prph|1909|15456
Guardhouse. Russian Empire|col_110|https://www.wdl.org/en/item/4805|ins_1||725.914|prph|1909|15457
"Fire Alarm on Steamboat ""Sheksna"". Russian Empire"|col_110|https://www.wdl.org/en/item/4806|ins_1||914|prph|1909|15458
Onega Lake. Site of Rescue Station. Russian Empire|col_110|https://www.wdl.org/en/item/4807|ins_1||914|prph|1909|15459
Policeman in Samarkand|col_37|https://www.wdl.org/en/item/4808|ins_1||363.915|prph|1907|15460
Rescue Station on Onega Lake. Russian Empire|col_110|https://www.wdl.org/en/item/4809|ins_1||674.914|prph|1909|15461
View of Voznesene. Russian Empire|col_110|https://www.wdl.org/en/item/4810|ins_1||627.914|prph|1909|15462
Onezhskii Canal near Voznesene. Russian Empire|col_110|https://www.wdl.org/en/item/4811|ins_1||386.914|prph|1909|15463
Voznesene Road. Russian Empire|col_110|https://www.wdl.org/en/item/4812|ins_1||914|prph|1909|15464
Monument Dedicated to the Opening of the Onezhskii Canal. Russian Empire|col_110|https://www.wdl.org/en/item/4813|ins_1||914|prph|1909|15465
Kareshka Boat Yard. Russian Empire|col_110|https://www.wdl.org/en/item/4814|ins_1||914|prph|1909|15466
Village of Paltoga. Russian Empire|col_110|https://www.wdl.org/en/item/4815|ins_1||726.914|prph|1909|15467
In Paltoga. Study. Russian Empire|col_110|https://www.wdl.org/en/item/4816|ins_1||914|prph|1909|15468
Cornflowers in a Field of Rye. Russian Empire|col_110|https://www.wdl.org/en/item/4817|ins_1||580.914|prph|1909|15469
Corner Tower of the Trinity Cathedral in the Solovetskii Monastery. Solovetski Islands|col_113|https://www.wdl.org/en/item/4818|ins_1||726.914|prph|1915|15470
Cornflowers in a Field of Rye. Russian Empire|col_110|https://www.wdl.org/en/item/4819|ins_1||580.914|prph|1909|15471
View of the City of Vytegra from a Hill. Russian Empire|col_110|https://www.wdl.org/en/item/4820|ins_1||726.914|prph|1909|15472
General View of the City and Vytegra River. Russian Empire|col_110|https://www.wdl.org/en/item/4821|ins_1||914|prph|1909|15473
Church of the Ascension, in Vytegra. Russian Empire|col_110|https://www.wdl.org/en/item/4822|ins_1||726.914|prph|1909|15474
Church of the Ascension, in Vytegra. Russian Empire|col_110|https://www.wdl.org/en/item/4823|ins_1||726.914|prph|1909|15475
Drawbridge on the Vytegra River. Russian Empire|col_110|https://www.wdl.org/en/item/4824|ins_1||914|prph|1909|15476
Fire Squad in the City of Vytegra. Russian Empire|col_110|https://www.wdl.org/en/item/4825|ins_1||914|prph|1909|15477
"Crew of the Steamship ""Sheksna"" of the Ministry of Communication and Transportation. Russian Empire"|col_110|https://www.wdl.org/en/item/4826|ins_1||914|prph|1909|15478
Tank Barge of the Nobel Brothers. Russian Empire|col_110|https://www.wdl.org/en/item/4827|ins_1||386.914|prph|1909|15479
Church of Our Savior and the Protection of the Mother of God. Vytegorskii Graveyard. Russian Empire|col_110|https://www.wdl.org/en/item/4828|ins_1||726.914|prph|1909|15480
Saint Ksenia's Dam. Russian Empire|col_110|https://www.wdl.org/en/item/4829|ins_1||627.914|prph|1909|15481
On the Vytegra River. Russian Empire|col_110|https://www.wdl.org/en/item/4830|ins_1||914|prph|1909|15482
Village of Volkhova and a Draw Bridge. Russian Empire|col_110|https://www.wdl.org/en/item/4831|ins_1||914|prph|1909|15483
Materiki. Mother of God Chapel and the Pine Tree on Which the Icon Appeared. Russian Empire|col_110|https://www.wdl.org/en/item/4832|ins_1||726.914|prph|1909|15484
Materiki. Study. Russian Empire|col_110|https://www.wdl.org/en/item/4833|ins_1||728.914|prph|1909|15485
Repair Shop of the Ministry of Communication and Transportation in Deviatiny. Russian Empire|col_110|https://www.wdl.org/en/item/4834|ins_1||307.914|prph|1909|15486
Garden of the Ministry of Communication and Transportation and Saint Paul Sluice. Deviatiny. Russian Empire|col_110|https://www.wdl.org/en/item/4835|ins_1||627.914|prph|1909|15487
Satkinskii State Plant|col_112|https://www.wdl.org/en/item/4836|ins_1||725.914|prph|1910|15488
Saint Paul Dam in Deviatiny. Russian Empire|col_110|https://www.wdl.org/en/item/4837|ins_1||627.914|prph|1909|15489
Village of Deviatiny and the Saint Boris Dam. Russian Empire|col_110|https://www.wdl.org/en/item/4838|ins_1||726.914|prph|1909|15490
Assumption of the Mother of God Church in Deviatiny (200 Years Old). Russian Empire|col_110|https://www.wdl.org/en/item/4839|ins_1||726.914|prph|1909|15491
Old Royal Gates in the Church of the Assumption of the Mother of God. Deviatiny. Russian Empire|col_110|https://www.wdl.org/en/item/4840|ins_1||246.914|prph|1909|15492
Chapel for Water Blessing, in the Village of Deviatiny. Russian Empire|col_110|https://www.wdl.org/en/item/4841|ins_1||726.914|prph|1909|15493
Old Gates in the Church of the Assumption of the Mother of God. Deviatiny. Russian Empire|col_110|https://www.wdl.org/en/item/4842|ins_1||246.914|prph|1909|15494
Old Lantern in the Church of the Assumption of the Mother of God. Deviatiny. Russian Empire|col_110|https://www.wdl.org/en/item/4843|ins_1||247.914|prph|1909|15495
Lizhma (Floating Island). Russian Empire|col_110|https://www.wdl.org/en/item/4844|ins_1||914|prph|1909|15496
Lilies. Study. Water Lilies. Russian Empire|col_110|https://www.wdl.org/en/item/4845|ins_1||580.914|prph|1909|15497
Bluebells. Study. Russian Empire|col_110|https://www.wdl.org/en/item/4846|ins_1||580.914|prph|1909|15498
Kovzhskaia Dam. Russian Empire|col_110|https://www.wdl.org/en/item/4847|ins_1||627.914|prph|1909|15499
Kovzhskaia Dam. Russian Empire|col_110|https://www.wdl.org/en/item/4848|ins_1||627.914|prph|1909|15500
Factory Lane and School. Kovzha. Russian Empire|col_110|https://www.wdl.org/en/item/4849|ins_1||914|prph|1909|15501
Factory Living Quarters. Kovzha. Russian Empire|col_110|https://www.wdl.org/en/item/4850|ins_1||728.914|prph|1909|15502
View of the Sawmill. Kovzha. Russian Empire|col_110|https://www.wdl.org/en/item/4851|ins_1||674.914|prph|1909|15503
General View of the Factory. Kovzha. Russian Empire|col_110|https://www.wdl.org/en/item/4852|ins_1||725.914|prph|1909|15504
Monument to Emperor Aleksandr II, Commemorating the Completion of the Mariinskii System. Russian Empire|col_110|https://www.wdl.org/en/item/4853|ins_1||674.914|prph|1909|15505
Dredger Mariinskaia No. 5. Russian Empire|col_110|https://www.wdl.org/en/item/4854|ins_1||627.914|prph|1909|15506
Village of Kovzha. Reinforced Embankment. Russian Empire|col_110|https://www.wdl.org/en/item/4855|ins_1||726.914|prph|1909|15507
Old Petrovskii Sluice near the Village of Petrovskoe. Russian Empire|col_110|https://www.wdl.org/en/item/4856|ins_1||627.914|prph|1909|15508
Monument on the Old Petrovskii Canal. Petrovskoe. Russian Empire|col_110|https://www.wdl.org/en/item/4857|ins_1||914|prph|1909|15509
Chapel of Emperor Peter the Great, near the Village of Petrovskoe. Russian Empire|col_110|https://www.wdl.org/en/item/4858|ins_1||726.914|prph|1909|15510
Gong and Boards with Records of Visits to the Chapel in the Village of Petrovskoe. Russian Empire|col_110|https://www.wdl.org/en/item/4859|ins_1||247.914|prph|1909|15511
Two Icons - Saints Peter and Paul. From the Chapel of Peter the Great in the Village of Petrovskoe. Russian Empire|col_110|https://www.wdl.org/en/item/4860|ins_1||246.914|prph|1909|15512
Old Gospel. Manuscript. Russian Empire|col_110|https://www.wdl.org/en/item/4861|ins_1||090.914|prph|1909|15513
Old Gospel. Binding. Russian Empire|col_110|https://www.wdl.org/en/item/4862|ins_1||090.914|prph|1909|15514
Type of Old Sluice Gates. Belozerskii Canal. Russian Empire|col_110|https://www.wdl.org/en/item/4863|ins_1||386.914|prph|1909|15515
Flat-Bottomed Canal Boat. Russian Empire|col_110|https://www.wdl.org/en/item/4864|ins_1||386.914|prph|1909|15516
General View of the City of Belozersk from the Fortress Wall. Russian Empire|col_110|https://www.wdl.org/en/item/4865|ins_1||726.914|prph|1909|15517
Fly Agaric|col_32|https://www.wdl.org/en/item/4866|ins_1||579.914|prph|1905|15518
Flowers in a Vase|col_32|https://www.wdl.org/en/item/4867|ins_1||582.914|prph|1905|15519
Head Study|col_32|https://www.wdl.org/en/item/4868|ins_1||779.914|prph|1905|15520
On Lake Saimaa|col_32|https://www.wdl.org/en/item/4869|ins_1||914|prph|1905|15521
On Lake Saimaa|col_32|https://www.wdl.org/en/item/4870|ins_1||914|prph|1905|15522
On Lake Saimaa|col_32|https://www.wdl.org/en/item/4871|ins_1||914|prph|1905|15523
On Lake Saimaa|col_32|https://www.wdl.org/en/item/4872|ins_1||914|prph|1905|15524
On Lake Saimaa|col_32|https://www.wdl.org/en/item/4873|ins_1||914|prph|1905|15525
Near the Small Town of Iustili, on the Saimaa Canal|col_32|https://www.wdl.org/en/item/4874|ins_1||386.914|prph|1905|15526
Vilmanstrande i.e. Savonlinn, Finland|col_32|https://www.wdl.org/en/item/4875|ins_1||914|prph|1905|15527
On the Saimaa Canal. Finland|col_32|https://www.wdl.org/en/item/4876|ins_1||386.914|prph|1905|15528
On Lake Saimaa|col_32|https://www.wdl.org/en/item/4877|ins_1||914|prph|1905|15529
Detail of Church of the Resurrection on the Blood|col_32|https://www.wdl.org/en/item/4878|ins_1||726.914|prph|1905|15530
Forest Road|col_32|https://www.wdl.org/en/item/4879|ins_1||634.914|prph|1905|15531
Forest Road|col_32|https://www.wdl.org/en/item/4880|ins_1||580.914|prph|1905|15532
In the Monastery's Garden|col_32|https://www.wdl.org/en/item/4881|ins_1||636.914|prph|1905|15533
In the Monastery's Garden|col_32|https://www.wdl.org/en/item/4882|ins_1||636.914|prph|1905|15534
Double Poppies|col_32|https://www.wdl.org/en/item/4883|ins_1||583.914|prph|1905|15535
Double Poppies|col_32|https://www.wdl.org/en/item/4884|ins_1||583.914|prph|1905|15536
Field of Poppies|col_32|https://www.wdl.org/en/item/4885|ins_1||583.914|prph|1905|15537
Field Poppies|col_32|https://www.wdl.org/en/item/4886|ins_1||583.914|prph|1905|15538
On the River|col_32|https://www.wdl.org/en/item/4887|ins_1||580.914|prph|1905|15539
Details of Milan Cathedral|col_32|https://www.wdl.org/en/item/4888|ins_1||726.914|prph|1905|15540
Details of Milan Cathedral|col_32|https://www.wdl.org/en/item/4889|ins_1||726.914|prph|1905|15541
Details of Milan Cathedral|col_32|https://www.wdl.org/en/item/4890|ins_1||726.914|prph|1905|15542
Details of Milan Cathedral|col_32|https://www.wdl.org/en/item/4891|ins_1||726.914|prph|1905|15543
Catholic Monastery, Italy|col_32|https://www.wdl.org/en/item/4892|ins_1||726.914|prph|1905|15544
Lugano|col_32|https://www.wdl.org/en/item/4893|ins_1||914|prph|1905|15545
Lugano|col_32|https://www.wdl.org/en/item/4894|ins_1||914|prph|1905|15546
Lugano|col_32|https://www.wdl.org/en/item/4895|ins_1||728.914|prph|1905|15547
Saint Mark's Cathedral, Venice|col_32|https://www.wdl.org/en/item/4896|ins_1||726.914|prph|1905|15548
On the Island of Capri|col_32|https://www.wdl.org/en/item/4897|ins_1||914.945|prph|1905|15549
On the Island of Capri|col_32|https://www.wdl.org/en/item/4898|ins_1||914.945|prph|1905|15550
On the Island of Capri|col_32|https://www.wdl.org/en/item/4899|ins_1||914.945|prph|1905|15551
Town of Lodeinoe Pole, Olonetskaia Province|col_113|https://www.wdl.org/en/item/4900|ins_1||914|prph|1915|15552
Scene in Zlatoust|col_112|https://www.wdl.org/en/item/4901|ins_1||634.914|prph|1910|15553
General View of the Town of Lodeinoe Pole|col_113|https://www.wdl.org/en/item/4902|ins_1||914|prph|1915|15554
Cathedral of Saints Peter and Paul, in the Town of Lodeinoe Pole|col_113|https://www.wdl.org/en/item/4903|ins_1||726.914|prph|1915|15555
Monument outside the Cathedral of Saints Peter and Paul, Lodeinoe Pole on the Bank of the Svir River|col_113|https://www.wdl.org/en/item/4904|ins_1||726.914|prph|1915|15556
Ladva Station on the Murmansk Railroad. Unevenness of the Railway|col_113|https://www.wdl.org/en/item/4905|ins_1||385.914|prph|1915|15557
General View of the City of Belozersk from the Fortress Wall. Russian Empire|col_110|https://www.wdl.org/en/item/4906|ins_1||726.914|prph|1909|15558
Church of the Transfiguration, inside the Fortress Wall. Belozersk, Russian Empire|col_110|https://www.wdl.org/en/item/4907|ins_1||726.914|prph|1909|15559
Iconostasis in the Church of the Transfiguration. Belozersk, Russian Empire|col_110|https://www.wdl.org/en/item/4908|ins_1||246.914|prph|1909|15560
Church of the Ascension. Belozersk, Russian Empire|col_110|https://www.wdl.org/en/item/4909|ins_1||726.914|prph|1909|15561
Church of Saints Peter and Paul. Belozersk, Russian Empire|col_110|https://www.wdl.org/en/item/4910|ins_1||726.914|prph|1909|15562
Church of the Assumption of the Mother of God. Belozersk, Russian Empire|col_110|https://www.wdl.org/en/item/4911|ins_1||726.914|prph|1909|15563
Detail of the Church of the Assumption of the Mother of God. Belozersk, Russian Empire|col_110|https://www.wdl.org/en/item/4912|ins_1||726.914|prph|1909|15564
Church of the Everforgiving Savior. Belozersk, Russian Empire|col_110|https://www.wdl.org/en/item/4913|ins_1||726.914|prph|1909|15565
Iconostasis in the Church of the Everforgiving Savior. Belozersk, Russian Empire|col_110|https://www.wdl.org/en/item/4914|ins_1||246.914|prph|1909|15566
Church of the Annunciation of the Blessed Mother of God. Belozersk, Russian Empire|col_110|https://www.wdl.org/en/item/4915|ins_1||726.914|prph|1909|15567
Church of the Blessed Mother of God. Belozersk, Russian Empire|col_110|https://www.wdl.org/en/item/4916|ins_1||726.914|prph|1909|15568
Icon in the Church of the Prophet Elijah. Belozersk, Russian Empire|col_110|https://www.wdl.org/en/item/4917|ins_1||246.914|prph|1909|15569
Icon in the Church of the Prophet Elijah. Belozersk, Russian Empire|col_110|https://www.wdl.org/en/item/4918|ins_1||246.914|prph|1909|15570
Two Icons in the Church of the Prophet Elijah. Belozersk, Russian Empire|col_110|https://www.wdl.org/en/item/4919|ins_1||246.914|prph|1909|15571
Chapel on the Site Where the City of Belozersk Was Founded in Ancient Times. Belozersk, Russian Empire|col_110|https://www.wdl.org/en/item/4920|ins_1||726.914|prph|1909|15572
Group of Children. Russian Empire|col_110|https://www.wdl.org/en/item/4921|ins_1||726.914|prph|1909|15573
Peasants Haying. Russian Empire|col_110|https://www.wdl.org/en/item/4922|ins_1||631.914|prph|1909|15574
Peasants Haying. Russian Empire|col_110|https://www.wdl.org/en/item/4923|ins_1||631.914|prph|1909|15575
View of Krokhino from Empress Maria Feodorovna Dam. Russian Empire|col_110|https://www.wdl.org/en/item/4924|ins_1||307.914|prph|1909|15576
Empress Maria Feodorovna Dam. Russian Empire|col_110|https://www.wdl.org/en/item/4925|ins_1||627.914|prph|1909|15577
Lane from Empress Maria Feodorovna Dam to the Storage Shed. Russian Empire|col_110|https://www.wdl.org/en/item/4926|ins_1||914|prph|1909|15578
Church of the Nativity of Christ, in Krokhino. Russian Empire|col_110|https://www.wdl.org/en/item/4927|ins_1||726.914|prph|1909|15579
Gospel and the Tabernacle in the Church of the Nativity of Christ. Krokhino, Russian Empire|col_110|https://www.wdl.org/en/item/4928|ins_1||090.914|prph|1909|15580
Old Lantern. In the Church of the Nativity of Christ. Krokhino, Russian Empire|col_110|https://www.wdl.org/en/item/4929|ins_1||247.914|prph|1909|15581
Village of Kargulino. Church. Russian Empire|col_110|https://www.wdl.org/en/item/4930|ins_1||726.914|prph|1909|15582
Gorodetskii and Nikitskii Cemeteries. Russian Empire|col_110|https://www.wdl.org/en/item/4931|ins_1||914|prph|1909|15583
Pile of Willow Bark, Ready for Transportation. Russian Empire|col_110|https://www.wdl.org/en/item/4932|ins_1||582.914|prph|1909|15584
Chapel in the Village of Topornia. Russian Empire|col_110|https://www.wdl.org/en/item/4933|ins_1||726.914|prph|1909|15585
Girl with Strawberries. Russian Empire|col_110|https://www.wdl.org/en/item/4934|ins_1||914|prph|1909|15586
Peasant Girls. Russian Empire|col_110|https://www.wdl.org/en/item/4935|ins_1||914|prph|1909|15587
General View of Goritskii Monastery. Russian Empire|col_110|https://www.wdl.org/en/item/4936|ins_1||726.914|prph|1909|15588
Goritskii Monastery from Maurova Hill. Russian Empire|col_110|https://www.wdl.org/en/item/4937|ins_1||726.914|prph|1909|15589
Well on Olga Hill. Russian Empire|col_110|https://www.wdl.org/en/item/4938|ins_1||914|prph|1909|15590
Chapel on Olga Hill. Russian Empire|col_110|https://www.wdl.org/en/item/4939|ins_1||726.914|prph|1909|15591
Main Cathedral of Goritskii Monastery from the Road. Russian Empire|col_110|https://www.wdl.org/en/item/4940|ins_1||726.914|prph|1909|15592
Site Where the Relics of Grand Duchesses Evfrosiniia and Evdokiia Are Interred. Goritskii Monastery, Russian Empire|col_110|https://www.wdl.org/en/item/4941|ins_1||393.914|prph|1909|15593
Vestment Given by Tsar Ivan the Terrible to the Goritskii Monastery. Russian Empire|col_110|https://www.wdl.org/en/item/4942|ins_1||914|prph|1909|15594
Some of the Tsar's Gifts. Goritskii Monastery, Russian Empire|col_110|https://www.wdl.org/en/item/4943|ins_1||203.914|prph|1909|15595
Wall Paintings in the Cathedral. Goritskii Monastery, Russian Empire|col_110|https://www.wdl.org/en/item/4944|ins_1||246.914|prph|1909|15596
Icon of the Mother of God. Goritskii Monastery, Russian Empire|col_110|https://www.wdl.org/en/item/4945|ins_1||246.914|prph|1909|15597
Icon of Our Savior. Goritskii Monastery, Russian Empire|col_110|https://www.wdl.org/en/item/4946|ins_1||246.914|prph|1909|15598
City of Kirillov. View from Maura Hill, Russian Empire|col_110|https://www.wdl.org/en/item/4947|ins_1||914|prph|1909|15599
General View of the City of Kirillov from the Bell Tower of the Kazan Cathedral. Russian Empire|col_110|https://www.wdl.org/en/item/4948|ins_1||914|prph|1909|15600
Kirillo-Belozerskii Monastery. Russian Empire|col_110|https://www.wdl.org/en/item/4949|ins_1||726.914|prph|1909|15601
Kazan Cathedral in the City of Kirillov. Russian Empire|col_110|https://www.wdl.org/en/item/4950|ins_1||726.914|prph|1909|15602
Church of Saint Euthymius in Kirillo-Belozerskii Monastery. Russian Empire|col_110|https://www.wdl.org/en/item/4951|ins_1||726.914|prph|1909|15603
Holy Gates from the Inner Side of the Kirillo-Belozerskii Monastery, Russian Empire|col_110|https://www.wdl.org/en/item/4952|ins_1||726.914|prph|1909|15604
Holy Gates of the Kirillo-Belozerskii Monastery, Russian Empire|col_110|https://www.wdl.org/en/item/4953|ins_1||726.914|prph|1909|15605
Entrance into the Church of Saint Nicholas the Pleaser. Kirillov-Belozerskii Monastery, Kirillov, Russian Empire|col_110|https://www.wdl.org/en/item/4954|ins_1||726.914|prph|1909|15606
Cross and Chapel Where the Venerable Kirill Prayed. Kirillov-Belozerskii Monastery, Kirillov, Russian Empire|col_110|https://www.wdl.org/en/item/4955|ins_1||726.914|prph|1909|15607
Site of the Imprisonment of the Vorotynskii Princes. Kirillo-Belozerskii Monastery, Kirillov, Russian Empire|col_110|https://www.wdl.org/en/item/4956|ins_1||726.914|prph|1909|15608
Sepulchre of the Venerable Kirill. Kirillo-Belozerskii Monastery, Kirillov, Russian Empire|col_110|https://www.wdl.org/en/item/4957|ins_1||281.914|prph|1909|15609
Exterior Cover for the Sepulchre of the Venerable Kirill. A Donation from the Nun Tsarina Maria Nagikh Kirillo-Belozerskii Monastery, Kirillov, Russian Empire|col_110|https://www.wdl.org/en/item/4958|ins_1||393.914|prph|1909|15610
Very Old Tiles Found during Excavations. Kirillo-Belozerskii Monastery, Kirillov, Russian Empire|col_110|https://www.wdl.org/en/item/4959|ins_1||738.914|prph|1909|15611
Extracting a Spoke from the Dam (Poare System). Russian Empire|col_110|https://www.wdl.org/en/item/4960|ins_1||627.914|prph|1909|15612
Emperor Nicholas II Dam and Sluice. Sheksna, Russian Empire|col_110|https://www.wdl.org/en/item/4961|ins_1||627.914|prph|1909|15613
Reserve Girders. Russian Empire|col_110|https://www.wdl.org/en/item/4962|ins_1||624.914|prph|1909|15614
Near the Sluice, Mast with Signs Indicating the Depth of the Channel in the Slavianka River. Russian Empire|col_110|https://www.wdl.org/en/item/4963|ins_1||627.914|prph|1909|15615
Stone Mound with a Spring Post, Serving as Beacon during Floods. Oleni Roga. Russian Empire|col_110|https://www.wdl.org/en/item/4964|ins_1||633.914|prph|1909|15616
Stone-Excavating Machine of the Single Scoop Type Svirskaia No. 2. Russian Empire|col_110|https://www.wdl.org/en/item/4965|ins_1||386.914|prph|1909|15617
Accident with a Boat Loaded with Steel. Russian Empire|col_110|https://www.wdl.org/en/item/4966|ins_1||386.914|prph|1909|15618
Tugboat with a Caravan. Russian Empire|col_110|https://www.wdl.org/en/item/4967|ins_1||386.914|prph|1909|15619
Signal Tower in the Village of Burkovo. Russian Empire|col_110|https://www.wdl.org/en/item/4968|ins_1||623.914|prph|1909|15620
Cherepovets Harbor. Russian Empire|col_110|https://www.wdl.org/en/item/4969|ins_1||387.914|prph|1909|15621
Haying at the Leushinskii Monastery. Russian Empire|col_110|https://www.wdl.org/en/item/4970|ins_1||633.914|prph|1909|15622
View of the City of Cherepovets. Russian Empire|col_110|https://www.wdl.org/en/item/4971|ins_1||914|prph|1909|15623
Embankment in the City of Cherepovets. Russian Empire|col_110|https://www.wdl.org/en/item/4972|ins_1||387.914|prph|1909|15624
Small Town of Vokhnovo. Reinforced Embankment. Russian Empire|col_110|https://www.wdl.org/en/item/4973|ins_1||627.914|prph|1909|15625
"Dredging Machine, ""Sheksninskaia"" No. 1, with Scoops and a Delivery Pipeline. Russian Empire"|col_110|https://www.wdl.org/en/item/4974|ins_1||387.914|prph|1909|15626
