Place,item_id,place_id
 Argentina,18456,41515
 Argentina,18457,41516
 Argentina,18458,41517
 Argentina,18459,41518
 Argentina,18460,41519
 Argentina,18461,41520
 Argentina,18462,41521
 Argentina,18463,41522
 Argentina,18464,41523
 Argentina,18465,41524
 Argentina,18466,41525
 Argentina,18467,41526
 Argentina,18468,41527
 Argentina,18469,41528
 Argentina,18470,41529
 Argentina,18471,41530
 Argentina,18472,41531
 Argentina,18473,41532
 Argentina,18474,41533
 Argentina,18475,41534
 Argentina,18476,41535
 Argentina,18477,41536
 Argentina,18478,41537
 Argentina,18479,41538
 Argentina,18480,41539
 Argentina,18481,41540
 Argentina,18482,41541
 Argentina,18483,41542
 Argentina,18484,41543
 Argentina,18485,41544
 Argentina,18486,41545
 Argentina,18487,41546
 Argentina,18488,41547
 Argentina,18489,41548
 Argentina,18490,41549
 Argentina,18491,41550
 Argentina,18492,41551
 Argentina,18493,41552
 Argentina,18494,41553
 Argentina,18495,41554
 Argentina,18496,41555
 Argentina,18497,41556
 Argentina,18498,41557
 Argentina,18499,41558
 Argentina,18500,41559
 Argentina,18501,41560
 Argentina,18502,41561
 Argentina,18503,41562
 Argentina,18504,41563
 Argentina,18505,41564
 Argentina,18506,41565
 Argentina,18507,41566
 Argentina,18508,41567
 Argentina,18509,41568
 Argentina,18510,41569
 Argentina,18511,41570
 Argentina,18512,41571
 Argentina,18513,41572
 Argentina,18514,41573
 Argentina,18515,41574
 Argentina,18516,41575
 Argentina,18517,41576
 Argentina,18518,41577
 Argentina,18519,41578
 Argentina,18520,41579
 Argentina,18521,41580
 Argentina,18522,41581
 Argentina,18523,41582
 Argentina,18524,41583
 Argentina,18525,41584
 Argentina,18526,41585
 Argentina,18527,41586
 Argentina,18528,41587
 Argentina,18529,41588
 Argentina,18530,41589
 Argentina,18531,41590
 Argentina,18532,41591
 Argentina,18533,41592
 Argentina,18534,41593
 Argentina,18535,41594
 Argentina,18536,41595
 Argentina,18537,41596
 Argentina,18538,41597
 Argentina,18539,41598
 Argentina,18540,41599
 Argentina,18541,41600
 Argentina,18542,41601
 Argentina,18543,41602
 Argentina,18544,41603
 Argentina,18545,41604
 Argentina,18546,41605
 Argentina,18547,41606
 Argentina,18548,41607
 Argentina,18549,41608
 Argentina,18550,41609
 Argentina,18551,41610
 Argentina,18552,41611
 Argentina,18553,41612
 Argentina,18554,41613
 Argentina,18555,41614
 Argentina,18556,41615
 Argentina,18557,41616
 Argentina,18558,41617
 Argentina,18559,41618
 Argentina,18560,41619
 Argentina,18561,41620
 Argentina,18562,41621
 Argentina,18563,41622
 Argentina,18564,41623
 Argentina,18565,41624
 Argentina,18566,41625
 Argentina,18567,41626
 Argentina,18568,41627
 Argentina,18569,41628
 Argentina,18570,41629
 Argentina,18571,41630
 Argentina,18572,41631
 Argentina,18573,41632
 Argentina,18574,41633
 Argentina,18575,41634
 Argentina,18576,41635
 Argentina,18577,41636
 Argentina,18578,41637
 Argentina,18579,41638
 Argentina,18580,41639
 Argentina,18581,41640
 Argentina,18582,41641
 Argentina,18583,41642
 Argentina,18584,41643
 Argentina,18585,41644
 Argentina,18586,41645
 Argentina,18587,41646
 Argentina,18588,41647
 Argentina,18589,41648
 Argentina,18590,41649
 Argentina,18591,41650
 Argentina,18592,41651
 Argentina,18593,41652
 Argentina,18594,41653
 Argentina,18595,41654
 Argentina,18596,41655
 Argentina,18597,41656
 Argentina,18598,41657
 Argentina,18599,41658
 Argentina,18600,41659
 Argentina,18601,41660
 Argentina,18602,41661
 Argentina,18603,41662
 Argentina,18604,41663
 Argentina,18605,41664
 Argentina,18606,41665
 Argentina,18607,41666
 Argentina,18608,41667
 Argentina,18609,41668
 Argentina,18610,41669
 Argentina,18611,41670
 Argentina,18612,41671
 Argentina,18613,41672
 Argentina,18614,41673
 Argentina,18615,41674
 Argentina,18616,41675
 Argentina,18617,41676
 Argentina,18618,41677
 Argentina,18619,41678
 Argentina,18620,41679
 Argentina,18621,41680
 Argentina,18622,41681
 Argentina,18623,41682
 Argentina,18624,41683
 Argentina,18625,41684
 Argentina,18626,41685
 Argentina,18627,41686
 Argentina,18628,41687
 Argentina,18629,41688
 Argentina,18630,41689
 Argentina,18631,41690
 Argentina,18632,41691
 Argentina,18633,41692
 Argentina,18634,41693
 Argentina,18635,41694
 Argentina,18636,41695
 Argentina,18637,41696
 Argentina,18638,41697
 Argentina,18639,41698
 Argentina,18640,41699
 Argentina,18641,41700
 Argentina,18642,41701
 Argentina,18643,41702
 Argentina,18644,41703
 Argentina,18645,41704
 Argentina,18646,41705
 Argentina,18647,41706
 Argentina,18648,41707
 Argentina,18649,41708
 Argentina,18650,41709
 Argentina,18651,41710
 Argentina,18652,41711
 Argentina,18653,41712
 Argentina,18654,41713
 Argentina,18655,41714
 Argentina,18656,41715
 Argentina,18657,41716
 Argentina,18658,41717
 Argentina,18659,41718
 Argentina,18660,41719
 Argentina,18661,41720
 Argentina,18662,41721
 Argentina,18663,41722
 Argentina,18664,41723
 Argentina,18665,41724
 Argentina,18666,41725
 Argentina,18667,41726
 Argentina,18668,41727
 Argentina,18669,41728
 Argentina,18670,41729
 Argentina,18671,41730
 Argentina,18672,41731
 Argentina,18673,41732
 Argentina,18674,41733
 Argentina,18675,41734
 Argentina,18676,41735
 Argentina,18677,41736
 Argentina,18678,41737
 Argentina,18679,41738
 Argentina,18680,41739
 Argentina,18681,41740
 Argentina,18682,41741
 Argentina,18683,41742
 Argentina,18684,41743
 Argentina,18685,41744
 Argentina,18686,41745
 Argentina,18687,41746
 Argentina,18688,41747
 Argentina,18689,41748
 Argentina,18690,41749
 Argentina,18691,41750
 Argentina,18692,41751
 Argentina,18693,41752
 Argentina,18694,41753
 Argentina,18695,41754
 Argentina,18696,41755
 Argentina,18697,41756
 Argentina,18698,41757
 Argentina,18699,41758
 Argentina,18700,41759
 Argentina,18701,41760
 Argentina,18702,41761
 Argentina,18703,41762
 Argentina,18704,41763
 Argentina,18705,41764
 Argentina,18706,41765
 Argentina,18707,41766
 Argentina,18708,41767
 Argentina,18709,41768
 Argentina,18710,41769
 Argentina,18711,41770
 Argentina,18712,41771
 Argentina,18713,41772
 Argentina,18714,41773
 Argentina,18715,41774
 Argentina,18716,41775
 Argentina,18717,41776
 Argentina,18718,41777
 Argentina,18719,41778
 Argentina,18720,41779
 Argentina,18721,41780
 Argentina,18722,41781
 Argentina,18723,41782
 Argentina,18724,41783
 Argentina,18725,41784
 Argentina,18726,41785
 Argentina,18727,41786
 Argentina,18728,41787
 Argentina,18729,41788
 Argentina,18730,41789
 Argentina,18731,41790
 Argentina,18732,41791
 Argentina,18733,41792
 Argentina,18734,41793
 Argentina,18735,41794
 Argentina,18736,41795
 Argentina,18737,41796
 Argentina,18738,41797
 Argentina,18739,41798
 Argentina,18740,41799
 Argentina,18741,41800
 Argentina,18742,41801
 Argentina,18743,41802
 Argentina,18744,41803
 Argentina,18745,41804
 Argentina,18746,41805
 Argentina,18747,41806
 Argentina,18748,41807
 Argentina,18749,41808
 Argentina,18750,41809
 Argentina,18751,41810
 Argentina,18752,41811
 Argentina,18753,41812
 Argentina,18754,41813
 Argentina,18755,41814
 Argentina,18756,41815
 Argentina,18757,41816
 Argentina,18758,41817
 Argentina,18759,41818
 Argentina,18760,41819
 Argentina,18761,41820
 Argentina,18762,41821
 Argentina,18763,41822
 Argentina,18764,41823
 Argentina,18765,41824
 Argentina,18766,41825
 Argentina,18767,41826
 Argentina,18768,41827
 Argentina,18769,41828
 Argentina,18770,41829
 Argentina,18771,41830
 Argentina,18772,41831
 Argentina,18773,41832
 Argentina,18774,41833
 Argentina,18775,41834
 Argentina,18776,41835
 Argentina,18777,41836
 Argentina,18778,41837
 Argentina,18779,41838
 Argentina,18780,41839
 Argentina,18781,41840
 Argentina,18782,41841
 Argentina,18783,41842
 Argentina,18784,41843
 Argentina,18785,41844
 Argentina,18786,41845
 Argentina,18787,41846
 Argentina,18788,41847
 Argentina,18789,41848
 Argentina,18790,41849
 Argentina,18791,41850
 Argentina,18792,41851
 Argentina,18793,41852
 Argentina,18794,41853
 Argentina,18795,41854
 Argentina,18796,41855
 Argentina,18797,41856
 Argentina,18798,41857
 Argentina,18799,41858
 Argentina,18800,41859
 Argentina,18801,41860
 Argentina,18802,41861
 Argentina,18803,41862
 Argentina,18804,41863
 Argentina,18805,41864
 Argentina,18806,41865
 Argentina,18807,41866
 Argentina,18808,41867
 Argentina,18809,41868
 Argentina,18810,41869
 Argentina,18811,41870
 Argentina,18812,41871
 Argentina,18813,41872
 Argentina,18814,41873
 Argentina,18815,41874
 Argentina,18816,41875
 Argentina,18817,41876
 Argentina,18818,41877
 Argentina,18819,41878
 Argentina,18820,41879
 Argentina,18821,41880
 Argentina,18822,41881
 Argentina,18823,41882
 Argentina,18824,41883
 Argentina,18825,41884
 Argentina,18826,41885
 Argentina,18827,41886
 Argentina,18828,41887
 Argentina,18829,41888
 Argentina,18830,41889
 Argentina,18831,41890
 Argentina,18832,41891
 Argentina,18833,41892
 Argentina,18834,41893
 Argentina,18835,41894
 Argentina,18836,41895
 Argentina,18837,41896
 Argentina,18838,41897
 Argentina,18839,41898
 Argentina,18840,41899
 Argentina,18841,41900
 Argentina,18842,41901
 Argentina,18843,41902
 Argentina,18844,41903
 Argentina,18845,41904
 Argentina,18846,41905
 Argentina,18847,41906
 Argentina,18848,41907
 Argentina,18849,41908
 Argentina,18850,41909
 Argentina,18851,41910
 Argentina,18852,41911
 Argentina,18853,41912
 Argentina,18854,41913
 Argentina,18855,41914
 Argentina,18856,41915
 Argentina,18857,41916
 Argentina,18858,41917
 Argentina,18859,41918
 Argentina,18860,41919
 Argentina,18861,41920
 Argentina,18862,41921
 Argentina,18863,41922
 Argentina,18864,41923
 Argentina,18865,41924
 Argentina,18866,41925
 Argentina,18867,41926
 Argentina,18868,41927
 Argentina,18869,41928
 Argentina,18870,41929
 Argentina,18871,41930
 Argentina,18872,41931
 Argentina,18873,41932
 Argentina,18874,41933
 Argentina,18875,41934
 Argentina,18876,41935
 Argentina,18877,41936
 Argentina,18878,41937
 Argentina,18879,41938
 Argentina,18880,41939
 Argentina,18881,41940
 Argentina,18882,41941
 Argentina,18883,41942
 Argentina,18884,41943
 Argentina,18885,41944
 Argentina,18886,41945
 Argentina,18887,41946
 Argentina,18888,41947
 Argentina,18889,41948
 Argentina,18890,41949
 Argentina,18891,41950
 Argentina,18892,41951
 Argentina,18893,41952
 Argentina,18894,41953
 Argentina,18895,41954
 Argentina,18896,41955
 Argentina,18897,41956
 Argentina,18898,41957
 Argentina,18899,41958
 Argentina,18900,41959
 Argentina,18901,41960
 Argentina,18902,41961
 Argentina,18903,41962
 Argentina,18904,41963
 Argentina,18905,41964
 Argentina,18906,41965
 Argentina,18907,41966
 Argentina,18908,41967
 Argentina,18909,41968
 Argentina,18910,41969
 Argentina,18911,41970
 Argentina,18912,41971
 Argentina,18913,41972
 Argentina,18914,41973
 Argentina,18915,41974
 Argentina,18916,41975
 Argentina,18917,41976
 Argentina,18918,41977
 Argentina,18919,41978
 Argentina,18920,41979
 Argentina,18921,41980
 Argentina,18922,41981
 Argentina,18923,41982
 Argentina,18924,41983
 Argentina,18925,41984
 Argentina,18926,41985
 Argentina,18927,41986
 Argentina,18928,41987
 Argentina,18929,41988
 Argentina,18930,41989
 Argentina,18931,41990
 Argentina,18932,41991
 Argentina,18933,41992
 Argentina,18934,41993
 Argentina,18935,41994
 Argentina,18936,41995
 Argentina,18937,41996
 Argentina,18938,41997
 Argentina,18939,41998
 Argentina,18940,41999
 Argentina,18941,42000
 Argentina,18942,42001
 Argentina,18943,42002
 Argentina,18944,42003
 Argentina,18945,42004
 Argentina,18946,42005
 Argentina,18947,42006
 Argentina,18948,42007
 Argentina,18949,42008
 Argentina,18950,42009
 Argentina,18951,42010
 Argentina,18952,42011
 Argentina,18953,42012
 Argentina,18954,42013
 Argentina,18955,42014
 Argentina,18956,42015
 Argentina,18957,42016
 Argentina,18958,42017
 Argentina,18959,42018
 Argentina,18960,42019
 Argentina,18961,42020
 Argentina,18962,42021
 Argentina,18963,42022
 Argentina,18964,42023
 Argentina,18965,42024
 Argentina,18966,42025
 Argentina,18967,42026
 Argentina,18968,42027
 Argentina,18969,42028
 Argentina,18970,42029
 Argentina,18971,42030
 Argentina,18972,42031
 Argentina,18973,42032
 Argentina,18974,42033
 Argentina,18975,42034
 Argentina,18976,42035
 Argentina,18977,42036
 Argentina,18978,42037
 Argentina,18979,42038
 Argentina,18980,42039
 Argentina,18981,42040
 Argentina,18982,42041
 Argentina,18983,42042
 Argentina,18984,42043
 Argentina,18985,42044
 Argentina,18986,42045
 Argentina,18987,42046
 Argentina,18988,42047
 Argentina,18989,42048
 Argentina,18990,42049
 Argentina,18991,42050
 Argentina,18992,42051
 Argentina,18993,42052
 Argentina,18994,42053
 Argentina,18995,42054
 Argentina,18996,42055
 Argentina,18997,42056
 Argentina,18998,42057
 Argentina,18999,42058
 Argentina,19000,42059
 Argentina,19001,42060
 Argentina,19002,42061
 Argentina,19003,42062
 Argentina,19004,42063
 Argentina,19005,42064
 Argentina,19006,42065
 Argentina,19007,42066
 Argentina,19008,42067
 Argentina,19009,42068
 Argentina,19010,42069
 Argentina,19011,42070
 Argentina,19012,42071
 Argentina,19013,42072
 Argentina,19014,42073
 Argentina,19015,42074
 Argentina,19016,42075
 Argentina,19017,42076
 Argentina,19018,42077
 Argentina,19019,42078
 Argentina,19020,42079
 Argentina,19021,42080
 Argentina,19022,42081
 Argentina,19023,42082
 Argentina,19024,42083
 Argentina,19025,42084
 Argentina,19026,42085
 Argentina,19027,42086
 Argentina,19028,42087
 Argentina,19029,42088
 Argentina,19030,42089
 Argentina,19031,42090
 Argentina,19032,42091
 Argentina,19033,42092
 Argentina,19034,42093
 Argentina,19035,42094
 Argentina,19036,42095
 Argentina,19037,42096
 Argentina,19038,42097
 Argentina,19039,42098
 Argentina,19040,42099
 Argentina,19041,42100
 Argentina,19042,42101
 Argentina,19043,42102
 Argentina,19044,42103
 Argentina,19045,42104
 Argentina,19046,42105
 Argentina,19047,42106
 Argentina,19048,42107
 Argentina,19049,42108
 Argentina,19050,42109
 Argentina,19051,42110
 Argentina,19052,42111
 Argentina,19053,42112
 Argentina,19054,42113
 Argentina,19055,42114
 Argentina,19056,42115
 Argentina,19057,42116
 Argentina,19058,42117
 Argentina,19059,42118
 Argentina,19060,42119
 Argentina,19061,42120
 Argentina,19062,42121
 Argentina,19063,42122
 Argentina,19064,42123
 Argentina,19065,42124
 Argentina,19066,42125
 Argentina,19067,42126
 Argentina,19068,42127
 Argentina,19069,42128
 Argentina,19070,42129
 Argentina,19071,42130
 Argentina,19072,42131
 Argentina,19073,42132
 Argentina,19074,42133
 Argentina,19075,42134
 Argentina,19076,42135
 Argentina,19077,42136
 Argentina,19078,42137
 Argentina,19079,42138
 Argentina,19080,42139
 Argentina,19081,42140
 Argentina,19082,42141
 Argentina,19083,42142
 Argentina,19084,42143
 Argentina,19085,42144
 Argentina,19086,42145
 Argentina,19087,42146
 Argentina,19088,42147
 Argentina,19089,42148
 Argentina,19090,42149
 Argentina,19091,42150
 Argentina,19092,42151
 Argentina,19093,42152
 Argentina,19094,42153
 Argentina,19095,42154
 Argentina,19096,42155
 Argentina,19097,42156
 Argentina,19098,42157
 Argentina,19099,42158
 Argentina,19100,42159
 Argentina,19101,42160
 Argentina,19102,42161
 Argentina,19103,42162
 Argentina,19104,42163
 Argentina,19105,42164
 Argentina,19106,42165
 Argentina,19107,42166
 Argentina,19108,42167
 Argentina,19109,42168
 Argentina,19110,42169
 Argentina,19111,42170
 Argentina,19112,42171
 Argentina,19113,42172
 Argentina,19114,42173
 Argentina,19115,42174
 Argentina,19116,42175
 Argentina,19117,42176
 Argentina,19118,42177
 Argentina,19119,42178
 Argentina,19120,42179
 Argentina,19121,42180
 Argentina,19122,42181
 Argentina,19123,42182
 Argentina,19124,42183
 Argentina,19125,42184
 Argentina,19126,42185
 Argentina,19127,42186
 Argentina,19128,42187
 Argentina,19129,42188
 Argentina,19130,42189
 Argentina,19131,42190
 Argentina,19132,42191
 Argentina,19133,42192
 Argentina,19134,42193
 Argentina,19135,42194
 Argentina,19136,42195
 Argentina,19137,42196
 Argentina,19138,42197
 Argentina,19139,42198
 Argentina,19140,42199
 Argentina,19141,42200
 Argentina,19142,42201
 Argentina,19143,42202
 Argentina,19144,42203
 Argentina,19145,42204
 Argentina,19146,42205
 Argentina,19147,42206
 Argentina,19148,42207
 Argentina,19149,42208
 Argentina,19150,42209
 Argentina,19151,42210
 Argentina,19152,42211
 Argentina,19153,42212
 Argentina,19154,42213
 Argentina,19155,42214
 Argentina,19156,42215
 Argentina,19157,42216
 Argentina,19158,42217
 Argentina,19159,42218
 Argentina,19160,42219
 Argentina,19161,42220
 Argentina,19162,42221
 Argentina,19163,42222
 Argentina,19164,42223
 Argentina,19165,42224
 Argentina,19166,42225
 Argentina,19167,42226
 Argentina,19168,42227
 Argentina,19169,42228
 Argentina,19170,42229
 Argentina,19171,42230
 Argentina,19172,42231
 Argentina,19173,42232
 Argentina,19174,42233
 Argentina,19175,42234
 Argentina,19176,42235
 Argentina,19177,42236
 Argentina,19178,42237
 Argentina,19179,42238
 Argentina,19180,42239
 Argentina,19181,42240
 Argentina,19182,42241
 Argentina,19183,42242
 Argentina,19184,42243
 Argentina,19185,42244
 Argentina,19186,42245
 Argentina,19187,42246
 Argentina,19188,42247
 Argentina,19189,42248
 Argentina,19190,42249
 Argentina,19191,42250
 Argentina,19192,42251
 Argentina,19193,42252
 Argentina,19194,42253
 Argentina,19195,42254
 Argentina,19196,42255
 Argentina,19197,42256
 Argentina,19198,42257
 Argentina,19199,42258
 Argentina,19200,42259
 Argentina,19201,42260
 Argentina,19202,42261
 Argentina,19203,42262
 Argentina,19204,42263
 Argentina,19205,42264
 Argentina,19206,42265
 Argentina,19207,42266
 Argentina,19208,42267
 Argentina,19209,42268
 Argentina,19210,42269
 Argentina,19211,42270
 Argentina,19212,42271
 Argentina,19213,42272
 Argentina,19214,42273
 Argentina,19215,42274
 Argentina,19216,42275
 Argentina,19217,42276
 Argentina,19218,42277
 Argentina,19219,42278
 Argentina,19220,42279
 Argentina,19221,42280
 Argentina,19222,42281
 Argentina,19223,42282
 Argentina,19224,42283
 Argentina,19225,42284
 Argentina,19226,42285
 Argentina,19227,42286
 Argentina,19228,42287
 Argentina,19229,42288
 Argentina,19230,42289
 Argentina,19231,42290
 Argentina,19232,42291
 Argentina,19233,42292
 Argentina,19234,42293
 Argentina,19235,42294
 Argentina,19236,42295
 Argentina,19237,42296
 Argentina,19238,42297
 Argentina,19239,42298
 Argentina,19240,42299
 Argentina,19241,42300
 Argentina,19242,42301
 Argentina,19243,42302
 Argentina,19244,42303
 Argentina,19245,42304
 Argentina,19246,42305
 Argentina,19247,42306
 Argentina,19248,42307
 Argentina,19249,42308
 Argentina,19250,42309
 Argentina,19251,42310
 Argentina,19252,42311
 Argentina,19253,42312
 Argentina,19254,42313
 Argentina,19255,42314
 Argentina,19256,42315
 Argentina,19257,42316
 Argentina,19258,42317
 Argentina,19259,42318
 Argentina,19260,42319
 Argentina,19261,42320
 Argentina,19262,42321
 Argentina,19263,42322
 Argentina,19264,42323
 Argentina,19265,42324
 Argentina,19266,42325
 Argentina,19267,42326
 Argentina,19268,42327
 Argentina,19269,42328
 Argentina,19270,42329
 Argentina,19271,42330
 Argentina,19272,42331
 Argentina,19273,42332
 Argentina,19274,42333
 Argentina,19275,42334
 Argentina,19276,42335
 Argentina,19277,42336
 Argentina,19278,42337
 Argentina,19279,42338
 Argentina,19280,42339
 Argentina,19281,42340
 Argentina,19282,42341
 Argentina,19283,42342
 Argentina,19284,42343
 Argentina,19285,42344
 Argentina,19286,42345
 Argentina,19287,42346
 Argentina,19288,42347
 Argentina,19289,42348
 Argentina,19290,42349
 Algeria ,19291,42350
 Algeria ,19292,42351
 Algeria ,19293,42352
 Algeria ,19294,42353
 Algeria ,19295,42354
 Algeria ,19296,42355
 Algeria ,19297,42356
 Algeria ,19298,42357
 Algeria ,19299,42358
 Algeria ,19300,42359
 Algeria ,19301,42360
 Algeria ,19302,42361
 Algeria ,19303,42362
 Algeria ,19304,42363
 Algeria ,19305,42364
 Algeria ,19306,42365
 Algeria ,19307,42366
 Algeria ,19308,42367
 Algeria ,19309,42368
 Algeria ,19310,42369
 Algeria ,19311,42370
 Algeria ,19312,42371
 Algeria ,19313,42372
 Algeria ,19314,42373
 Algeria ,19315,42374
 Algeria ,19316,42375
 Algeria ,19317,42376
 Algeria ,19318,42377
 Algeria ,19319,42378
 Algeria ,19320,42379
 Algeria ,19321,42380
 Algeria ,19322,42381
 Algeria ,19323,42382
 Algeria ,19324,42383
 Algeria ,19325,42384
 Algeria ,19326,42385
 Algeria ,19327,42386
 Algeria ,19328,42387
 Algeria ,19329,42388
 Algeria ,19330,42389
 Algeria ,19331,42390
 Algeria ,19332,42391
 Algeria ,19333,42392
 Algeria ,19334,42393
 Algeria ,19335,42394
 Algeria ,19336,42395
 Algeria ,19337,42396
 Algeria ,19338,42397
 Algeria ,19339,42398
 Algeria ,19340,42399
 Algeria ,19341,42400
 Algeria ,19342,42401
 Algeria ,19343,42402
 Algeria ,19344,42403
 Algeria ,19345,42404
 Algeria ,19346,42405
 Algeria ,19347,42406
 Algeria ,19348,42407
 Algeria ,19349,42408
 Algeria|Middle East and North Africa ,19350,42409
 Algeria ,19351,42410
 Algeria,19352,42411
 Algeria ,19353,42412
 Algeria ,19354,42413
 Turkey ,19355,42414
 Turkey ,19356,42415
 Turkey ,19357,42416
 Turkey ,19358,42417
 Turkey ,19359,42418
 Turkey ,19360,42419
 Turkey ,19361,42420
 Turkey ,19362,42421
 Turkey ,19363,42422
 Turkey ,19364,42423
 Turkey ,19365,42424
 Turkey ,19366,42425
 Turkey ,19367,42426
 Turkey ,19368,42427
 Turkey ,19369,42428
 Turkey ,19370,42429
 Turkey ,19371,42430
 Turkey ,19372,42431
 Turkey ,19373,42432
 Turkey ,19374,42433
 Turkey ,19375,42434
 Turkey ,19376,42435
 Turkey ,19377,42436
 Turkey ,19378,42437
 Turkey ,19379,42438
 Turkey ,19380,42439
 Turkey ,19381,42440
 Turkey ,19382,42441
 Tunisia,19383,42442
 Tunisia,19384,42443
 Tunisia,19385,42444
 Tunisia ,19386,42445
 Tunisia ,19387,42446
 Tunisia ,19388,42447
 Tunisia ,19389,42448
 Tunisia ,19390,42449
 Tunisia ,19391,42450
 Tunisia ,19392,42451
 Tunisia ,19393,42452
 Tunisia ,19394,42453
 Tunisia ,19395,42454
 Tunisia ,19396,42455
 Tunisia ,19397,42456
 Tunisia ,19398,42457
 Tunisia ,19399,42458
 Tunisia ,19400,42459
 Tunisia ,19401,42460
 Tunisia ,19402,42461
 Tunisia ,19403,42462
 Tunisia ,19404,42463
 Tunisia ,19405,42464
 Tunisia ,19406,42465
 Tunisia ,19407,42466
 Tunisia ,19408,42467
 Tunisia ,19409,42468
 Tunisia ,19410,42469
 Tunisia ,19411,42470
 Tunisia ,19412,42471
 Tunisia ,19413,42472
 Ukraine ,19414,42473
 Ukraine ,19415,42474
 Ukraine ,19416,42475
 Ukraine ,19417,42476
 Ukraine ,19418,42477
 Ukraine ,19419,42478
 Ukraine ,19420,42479
 Ukraine ,19421,42480
 Ukraine ,19422,42481
 Ukraine ,19423,42482
 Ukraine ,19424,42483
 Ukraine ,19425,42484
 Ukraine ,19426,42485
 Ukraine ,19427,42486
 Ukraine ,19428,42487
 Ukraine ,19429,42488
 Ukraine ,19430,42489
 Ukraine ,19431,42490
 Ukraine ,19432,42491
 Ukraine ,19433,42492
 Ukraine ,19434,42493
 Ukraine ,19435,42494
 Ukraine ,19436,42495
 Ukraine ,19437,42496
 Ukraine ,19438,42497
 Ukraine ,19439,42498
 Ukraine ,19440,42499
 Ukraine ,19441,42500
 Afghanistan|Central and South Asia ,19442,42501
" Iran, Islamic Republic of",19444,42502
 Germany ,19445,42503
 Germany ,19447,42504
 Mongolia,19448,42505
 Germany ,19450,42506
 Greece,19451,42507
 Germany ,19452,42508
 Germany ,19453,42509
 Germany ,19456,42510
 Germany ,19457,42511
 Switzerland ,19458,42512
 Germany ,19459,42513
 Germany ,19460,42514
 Germany ,19461,42515
 Germany ,19462,42516
 Turkey,19463,42517
 Germany,19464,42518
 United Kingdom of Great Britain and Northern Ireland ,19465,42519
 Germany ,19466,42520
 United Kingdom of Great Britain and Northern Ireland,19467,42521
 Indonesia ,19468,42522
 Spain ,19470,42523
 United Kingdom of Great Britain and Northern Ireland ,19475,42524
 Germany ,19476,42525
 Germany ,19477,42526
 Germany ,19478,42527
 China ,19479,42528
 Germany ,19480,42529
 Germany ,19481,42530
 Germany ,19482,42531
 Germany ,19483,42532
 Austria ,19484,42533
 Germany ,19485,42534
 Japan,19486,42535
 Germany ,19487,42536
 Germany ,19489,42537
 Germany ,19491,42538
 Germany ,19492,42539
 United Kingdom of Great Britain and Northern Ireland ,19493,42540
 Germany ,19494,42541
 Switzerland,19495,42542
 Germany ,19496,42543
 Germany,19499,42544
 France,19500,42545
 Thailand,19501,42546
" Iran, Islamic Republic of",19502,42547
 Germany ,19503,42548
 Italy,19504,42549
 France,19505,42550
 Germany,19506,42551
 Germany,19508,42552
 Germany,19509,42553
 Germany,19511,42554
 Germany,19512,42555
 Germany,19513,42556
 Greece|Europe ,19515,42557
 Spain,19516,42558
 Colombia|Latin America and the Caribbean ,19517,42559
 Colombia|Latin America and the Caribbean ,19518,42560
 Colombia ,19519,42561
 Colombia ,19520,42562
 Spain,19521,42563
 Spain|Latin America and the Caribbean ,19522,42564
 Colombia|Latin America and the Caribbean ,19523,42565
 Colombia|Latin America and the Caribbean ,19524,42566
 Colombia|Latin America and the Caribbean ,19525,42567
 Spain|Latin America and the Caribbean ,19526,42568
 Peru,19527,42569
 Colombia,19528,42570
 Colombia|Latin America and the Caribbean ,19529,42571
 Colombia|Latin America and the Caribbean ,19530,42572
 Colombia,19531,42573
 Colombia ,19532,42574
 Colombia ,19533,42575
 Colombia ,19534,42576
 Colombia ,19535,42577
 Colombia ,19536,42578
 Colombia ,19537,42579
 Colombia ,19538,42580
 Colombia ,19539,42581
 Colombia ,19540,42582
 Colombia ,19541,42583
 Colombia ,19542,42584
 Colombia ,19543,42585
 Colombia ,19544,42586
 Colombia ,19545,42587
 Colombia ,19546,42588
 Colombia ,19547,42589
 Colombia ,19548,42590
 Colombia ,19549,42591
 Colombia ,19550,42592
 Colombia ,19551,42593
 Colombia ,19552,42594
 Colombia ,19553,42595
 Colombia ,19554,42596
 Colombia ,19555,42597
 Colombia ,19556,42598
 Colombia ,19557,42599
 Colombia ,19558,42600
 Colombia ,19559,42601
 Colombia ,19560,42602
 Colombia ,19561,42603
 Colombia ,19562,42604
 Colombia ,19563,42605
 Colombia ,19564,42606
 Colombia ,19565,42607
 Colombia ,19566,42608
 Colombia ,19567,42609
 Colombia ,19568,42610
 Colombia ,19569,42611
 Colombia ,19570,42612
 Colombia ,19571,42613
 Colombia ,19572,42614
 Colombia ,19573,42615
 Colombia ,19574,42616
 Colombia ,19575,42617
 Colombia ,19576,42618
 Colombia ,19577,42619
 Colombia ,19578,42620
 Colombia ,19579,42621
 Colombia ,19580,42622
 Colombia ,19581,42623
 Colombia ,19582,42624
 Colombia ,19583,42625
 Colombia ,19584,42626
 Colombia ,19585,42627
 Colombia ,19586,42628
 Colombia ,19587,42629
 Colombia ,19588,42630
 Colombia ,19589,42631
 Colombia ,19590,42632
 Colombia ,19591,42633
 Colombia ,19592,42634
 Colombia ,19593,42635
 Colombia ,19594,42636
 Colombia ,19595,42637
 Colombia ,19596,42638
 Colombia ,19597,42639
